1-rouge-1f,1-rouge-2f,1-rouge-lf,2-rouge-1f,2-rouge-2f,2-rouge-lf,1-cosine-sim,2-cosine-sim
0.322213471413761,0.10586028489740273,0.2805392601644649,0.3125446092356722,0.09150264924079751,0.2511721637101544,0.5645208954811096,0.5797577500343323
0.24767312015577225,0.07484361972228139,0.22486128503921193,0.28289668709854116,0.07208508982081563,0.25378782108961245,0.48400241136550903,0.5003206133842468
0.4422528439702583,0.24141274014418249,0.40462463884205313,0.2572153459572296,0.07590789823309307,0.22933762550416667,0.7390973567962646,0.5770544409751892
0.30913530893277236,0.08896410292517404,0.24658127060816545,0.3065933415425336,0.09651721173170567,0.2704894112118481,0.5651181936264038,0.5402295589447021
0.23938411844989638,0.06655516867055336,0.2172398963056743,0.22715551756482277,0.059613843445776936,0.18255783023822342,0.5896313190460205,0.551453173160553
0.3279580910264559,0.1193799409990052,0.26939514681999704,0.361756605093732,0.16914832156756998,0.3192768427798439,0.6012001037597656,0.5916504859924316
0.2782924150133622,0.08006508373424501,0.24414211431337213,0.24291913463263462,0.05096157760874542,0.2133997905511702,0.5731684565544128,0.5763392448425293
0.2688038384592114,0.09161645397116283,0.2330205920658419,0.22113735010182634,0.05977684898661376,0.1909016739936779,0.5500995516777039,0.47540053725242615
0.2625410258674136,0.10763594832074959,0.2372810235614065,0.2249889647074837,0.0569343543944338,0.19134002861650695,0.5244184732437134,0.45908087491989136
0.3097959578375937,0.1290218484950662,0.26899007362602967,0.28358258721917384,0.10268962345086671,0.26128104409242203,0.599290132522583,0.6430598497390747
0.24767481430457644,0.084187620157342,0.217520128069074,0.23730629966545386,0.038989207128587285,0.20420157461250926,0.5645982027053833,0.45859646797180176
0.2441846901837172,0.07317482669197554,0.20352019944209773,0.3266698651162491,0.13534834594400738,0.28773555155627356,0.5827493667602539,0.5613391995429993
0.2747123138149524,0.1193466568550943,0.25909401487402,0.29297385600556747,0.1180917276207993,0.2770520000837115,0.5411390662193298,0.5892438292503357
0.23703895735060548,0.04785218655674174,0.16566643538372275,0.2505745107120235,0.07872580202246036,0.21991467571423073,0.5292104482650757,0.5565828680992126
0.3218773504242497,0.1421556018328915,0.2835472217243466,0.32778622014165953,0.14878940165335358,0.2913300417709917,0.5935033559799194,0.5971376895904541
0.3640824362970782,0.1262559022225381,0.31202291599617865,0.2883869926278531,0.05261520270109062,0.2537740600231172,0.6838115453720093,0.5717863440513611
0.2761288159756432,0.07612411638741129,0.22773754147687844,0.27385347493413936,0.0925501261883944,0.23479394266581605,0.6179250478744507,0.5405969619750977
0.2571637864089373,0.06192531770848285,0.22141268838352235,0.24342705429222136,0.08842680226831064,0.2054028479221503,0.5311684012413025,0.5014864802360535
0.24337643791223756,0.06722435496606599,0.20211083701341717,0.2607895131167659,0.08295438557270114,0.2480237176909424,0.5976380109786987,0.6033493280410767
0.3751381210513595,0.21217045875347013,0.34618450114185734,0.2882271560729917,0.10731833837342648,0.2555951271656988,0.6546839475631714,0.6375699639320374
0.3230632341238905,0.12235575833828365,0.2774793078083464,0.3096835346106695,0.09870058750170993,0.25721772538500953,0.6681727170944214,0.5591650605201721
0.2861987265369025,0.09713640869838001,0.24091483456805723,0.3015601640990096,0.13374764992847285,0.2828340034593152,0.5196250677108765,0.5892760157585144
0.33715306105762577,0.11800804465625833,0.29423461398573497,0.3536726439460208,0.1644474571396884,0.3162691603145748,0.5612419843673706,0.5510164499282837
0.2610002446192662,0.08706078326949943,0.230436064461543,0.22979623630937623,0.04948541877509212,0.1957105804538505,0.4922310709953308,0.5321471095085144
0.22756834879907117,0.0377201653676844,0.19288400645878687,0.2238756672627536,0.05633361057617692,0.18113192532255123,0.5165938138961792,0.5384591817855835
0.29120709368229714,0.1147439944864683,0.25167848619100935,0.32246688777251853,0.14325408754243407,0.2803436384065522,0.5532916188240051,0.5551166534423828
0.30559587749253536,0.1382645623213926,0.2765252415557023,0.22258427217667792,0.07427161211202563,0.19520574120196396,0.5478150844573975,0.5781038403511047
0.3648736845188838,0.1422208613970935,0.31561478207329297,0.31965609941551704,0.10280481664356908,0.2745358224057052,0.5929006338119507,0.551627516746521
0.2748041131860852,0.08312701125996644,0.22733665824663302,0.24944058125455681,0.06313974026249282,0.19955952806118374,0.5623973608016968,0.5370808839797974
0.3171753354033103,0.15451481115914154,0.30389901822455406,0.27536909024509987,0.06393925535085539,0.22423007446212123,0.5690670013427734,0.4999830722808838
0.3465555926900173,0.1367544172701592,0.26746051812036653,0.3280347549594367,0.1227328170726167,0.28004048226170464,0.5934973359107971,0.5587059259414673
0.2607625487835278,0.08347796494485102,0.22293744429677162,0.3163811645216497,0.13945224842017173,0.29993131435418985,0.5892461538314819,0.6124519109725952
0.3063875038775542,0.10905290067848283,0.2742352951586288,0.2773452069623955,0.07334205996908286,0.23814910166156836,0.5505915284156799,0.5645434856414795
0.3610072101927953,0.16361857948926742,0.3399341967697915,0.269513195089925,0.10738366611029224,0.2321446170616987,0.6089046001434326,0.6107192039489746
0.3440759272054493,0.17009227141901934,0.32767551757923324,0.3363132346678066,0.13800247652810044,0.31048350883808074,0.5981249213218689,0.5558179616928101
0.31127932870266994,0.09500151174253033,0.2812002890988476,0.2264013868568359,0.05748930468250733,0.21063600674545097,0.5805408358573914,0.5462092161178589
0.260629001653715,0.07976203639317259,0.21743561600004346,0.20800572981617305,0.055950720503100015,0.16944395896644784,0.555343508720398,0.5712076425552368
0.2908566026455177,0.08972234960194536,0.22596394011222537,0.28616287223464854,0.09539356632593443,0.24172215096473287,0.6180968880653381,0.5700687766075134
0.3267732596852682,0.13889662547718268,0.29411012674085335,0.34321075036414617,0.15241423135909016,0.32019511333207723,0.6768356561660767,0.6056694984436035
0.25901182453908905,0.09103061631163913,0.2305067740340386,0.2906490671175045,0.11524413811494261,0.26272033003127215,0.5217963457107544,0.5563207268714905
0.3237122448175954,0.09732863607175829,0.2604119799052045,0.25380422722495344,0.05837356959476766,0.20990496546390017,0.5776046514511108,0.564556896686554
0.3020345269358655,0.131937313899236,0.2665072837805389,0.23559281882104535,0.07478892861087387,0.20717767629361455,0.5636828541755676,0.4398884177207947
0.19786574809164087,0.045732770674678964,0.17611266408291776,0.2732066309223481,0.058927378890577864,0.2386522979264166,0.60372394323349,0.5822681188583374
0.26231799396158517,0.0716883374867334,0.2292034084495219,0.20254696399909697,0.03292124307576714,0.18252619626278027,0.49275025725364685,0.4215777516365051
0.34619622647347426,0.1338183778318383,0.30702083137750674,0.2644765926426174,0.05740956692175826,0.24145504850878513,0.6794356107711792,0.661069929599762
0.2931815787242033,0.09015411569594907,0.2520812430884404,0.37900922883336385,0.19578313435247047,0.34290578900981655,0.6073132157325745,0.586607813835144
0.3233770268246424,0.1292069409065713,0.2925624638680255,0.3363324361990722,0.15370614934398724,0.29746621872301493,0.633533239364624,0.5380582809448242
0.2447542411145788,0.09908468021471153,0.21608973027426934,0.3080021117435033,0.1198087892379398,0.27449283475596536,0.5459343791007996,0.5999640226364136
0.36552565199676074,0.16948745636506243,0.33391930991833085,0.2927062681944352,0.08356402208651943,0.23228844200079157,0.6396599411964417,0.5869613289833069
0.3668771198463019,0.1584733215421911,0.3275356767989765,0.2827709630856986,0.12248894451089667,0.26380857910877975,0.6158117055892944,0.5385335087776184
0.3782061136522236,0.1807987793049835,0.3351980742399383,0.3467547224848847,0.1967024103262784,0.3134653091585785,0.6348609328269958,0.6282569169998169
0.2980241435885692,0.12825563788248054,0.2624004985531595,0.30262215894794703,0.12436094150041348,0.2745801486469424,0.5510802268981934,0.5631280541419983
0.30435910211043626,0.10957097973694041,0.24680734228306753,0.2562953109893109,0.06506979624074465,0.20698050213369737,0.6099454164505005,0.599685549736023
0.2684671549866082,0.05274146800603542,0.20016725499697913,0.2686790171563868,0.09088563117150995,0.22534599106324332,0.5647045969963074,0.5484919548034668
0.29669128124003635,0.11179131114771419,0.2475579662048792,0.2750322613035868,0.08352475027347761,0.2234206316159278,0.5282199382781982,0.5132155418395996
0.2706995439977814,0.07929243055571843,0.2315321142053516,0.2718050277757803,0.09059827062596966,0.23362380235472954,0.6473013758659363,0.597009003162384
0.32785031496419886,0.09214779362076478,0.2653520607817342,0.27565308759679796,0.09938169238947717,0.2397851759036116,0.6617299318313599,0.6173186898231506
0.3978052439093253,0.200783144348699,0.37646644161236054,0.32827085003792467,0.14073560240226904,0.28941900200982923,0.6640735864639282,0.6286770701408386
0.3504996202410968,0.13617893353579646,0.29566543850894206,0.31083716903698544,0.1258985955549521,0.2842227697910073,0.6610292196273804,0.5710638761520386
0.2470754539159073,0.08678701845739742,0.21438761265663747,0.22550702804568007,0.07803298618503923,0.19506938632232407,0.4823548197746277,0.41277605295181274
0.3568924486842913,0.14150925966322953,0.29231994765590796,0.3116361916854101,0.1374565741763018,0.28027896011495895,0.6073741316795349,0.5829442143440247
0.3063296340587782,0.1352521756027812,0.27210325046280204,0.19329141334809002,0.05995720731132752,0.1689685069279969,0.6641281843185425,0.5867274403572083
0.2733432972610936,0.10001107465641312,0.23893154798657057,0.22887597220260375,0.058876968238096225,0.2097545095059771,0.5626813173294067,0.44256725907325745
0.33587934542166,0.1372850719978364,0.3143078233639616,0.3584076268209139,0.14296317284167234,0.3213115925588543,0.6269556283950806,0.5845496654510498
0.3058394360073288,0.08357804260580445,0.2620669796031665,0.28411368590226416,0.04738121244350733,0.22792092201343314,0.5759105682373047,0.6061461567878723
0.3026679172887295,0.10847010998338391,0.26349482764177223,0.23143336586452762,0.09092031092475,0.19882081015690933,0.5820810198783875,0.4599652886390686
0.30574665020760483,0.09282896679234479,0.25408266197363544,0.3027711655859676,0.07954105519198262,0.24902760288815357,0.55644690990448,0.511989951133728
0.2794912966673895,0.06428782437954698,0.2422809058518423,0.21980952238093984,0.03645062270258477,0.18122195229683694,0.5196709632873535,0.3826259970664978
0.2927252874269556,0.09616468955675951,0.2494582152134548,0.28304957962610044,0.12489873548413169,0.270077494240222,0.5365648865699768,0.5799568891525269
0.32950021775176164,0.1424935202618823,0.2689405916711173,0.33077409942464764,0.08897883989461872,0.28494138051248064,0.6137996912002563,0.638026773929596
0.2540695312104083,0.07629561212336192,0.21677418687521585,0.3090240466616662,0.11326697630928677,0.2718546534910483,0.5628790855407715,0.616756796836853
0.32441951536478114,0.11368933006603002,0.2675960915396595,0.35175539097266734,0.1339525029791963,0.2895791302189527,0.6137334108352661,0.5877640843391418
0.30509578020610195,0.11717442922172376,0.26851234370600696,0.24996752549530488,0.04659001108026558,0.19882437951709037,0.5782636404037476,0.5178897976875305
0.27986797066115576,0.12883087493331077,0.24977727429552682,0.2834520868913304,0.13263021645610895,0.2657272191664627,0.5333685278892517,0.5270971059799194
0.2975349551669948,0.09761002660603194,0.26012792358929443,0.28755623801051583,0.08189715444894052,0.2494052787020613,0.5629640817642212,0.5356471538543701
0.24597725793503084,0.08063814503496577,0.22120171601663174,0.2524120037142764,0.07062291687294739,0.22502587534988722,0.5242643356323242,0.48301416635513306
0.3225645809696983,0.11239239730101003,0.2768599964765191,0.3291882451052921,0.1422758597448902,0.3001874925385018,0.5977949500083923,0.6404635906219482
